publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2017p020359,,2017-01-08T12:47:41.039Z,2017-01-08T12:50:46.733Z,174.1669107,-41.68726598,2.176715177,12.265625,M,,NonLinLoc,,automatic,nz3drx,26,26,10,0.07208571137,69.73897322,0.5264653258,0
2017p020319,,2017-01-08T12:26:26.961Z,2017-01-08T12:28:14.158Z,174.0567438,-41.78246713,1.793942926,14.609375,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.1218984619,136.7234633,0.326019521,0
2017p020299,,2017-01-08T12:15:26.312Z,2017-01-08T12:17:20.457Z,175.3125552,-40.38273676,1.975973153,35.9375,M,,NonLinLoc,,automatic,nz3drx,13,13,5,0.3402292257,125.9371126,0.3143540397,0
2017p020263,,2017-01-08T11:56:11.599Z,2017-01-08T13:10:43.815Z,173.5964953,-42.2654252,2.952553731,27.03125,M,,NonLinLoc,,automatic,nz3drx,43,43,21,0.1567023225,134.4161029,0.978275989,0
2017p020239,,2017-01-08T11:43:46.064Z,2017-01-08T11:47:07.113Z,178.3959961,-42.31201172,3.856706905,34.91308594,M,,NonLinLoc,,automatic,iaspei91,55,55,27,2.400682866,248.3414702,0.5109468284,0
2017p020217,earthquake,2017-01-08T11:32:01.838Z,2017-01-08T19:15:53.106Z,173.5756836,-42.22270203,3.563879049,8.046555519,M,,LOCSAT,confirmed,manual,iasp91,23,14,12,0.1950633377,124.9676018,0.5712075385,0
2017p020192,,2017-01-08T11:18:37.300Z,2017-01-08T12:55:28.051Z,173.8674921,-42.36675181,2.986715539,43.90625,M,,NonLinLoc,,automatic,nz3drx,42,42,18,0.2479088788,151.0389666,0.9955152844,0
2017p020174,,2017-01-08T11:08:54.769Z,2017-01-08T12:51:32.117Z,173.7414559,-42.45319624,2.866083524,23.28125,M,,NonLinLoc,,automatic,nz3drx,33,33,16,0.1536800386,149.3725931,1.150710714,0
2017p020170,,2017-01-08T11:06:42.368Z,2017-01-08T11:09:20.694Z,174.120531,-42.30403293,2.620010439,34.53125,M,,NonLinLoc,,automatic,nz3drx,27,27,12,0.4450258313,168.0477353,0.9014645429,0
2017p020157,,2017-01-08T11:00:52.023Z,2017-01-08T11:02:46.121Z,176.5929488,-39.33110238,1.992514591,70.625,M,,NonLinLoc,,automatic,nz3drx,16,16,8,0.1787092813,206.9484467,1.310121364,0
2017p020153,,2017-01-08T10:57:50.410Z,2017-01-08T10:59:54.304Z,173.8757082,-41.91314492,1.837848907,15.78125,M,,NonLinLoc,,automatic,nz3drx,12,12,5,0.1965188946,149.372316,0.4739306676,0
2017p020152,,2017-01-08T10:57:46.264Z,2017-01-08T12:32:44.016Z,177.0814383,-40.26237125,2.521231382,30.3125,M,,NonLinLoc,,automatic,nz3drx,30,30,13,0.3408900291,202.033506,1.576109481,0
2017p020102,,2017-01-08T10:30:33.627Z,2017-01-08T10:32:41.291Z,176.1228923,-38.35996874,2.129318953,99.6875,M,,NonLinLoc,,automatic,nz3drx,23,23,7,0.5159919799,126.9897336,1.115669175,0
2017p020085,,2017-01-08T10:21:29.536Z,2017-01-08T12:32:20.710Z,173.2260063,-41.26656052,3.153971479,116.09375,M,,NonLinLoc,,automatic,nz3drx,66,66,33,0.1246890416,60.50734381,0.994508448,0
2017p020072,,2017-01-08T10:14:39.451Z,2017-01-08T12:29:36.938Z,174.8359633,-39.79638521,3.253153156,111.40625,M,,NonLinLoc,,automatic,nz3drx,125,125,77,0.1221020975,57.85494342,1.08013226,0
2017p020069,,2017-01-08T10:13:03.488Z,2017-01-08T10:15:31.230Z,174.056715,-41.90509484,2.658883299,27.03125,M,,NonLinLoc,,automatic,nz3drx,24,24,13,0.2304038252,145.9705117,0.6978453819,0
2017p020033,,2017-01-08T09:53:38.406Z,2017-01-08T12:20:50.947Z,174.3294248,-41.69537465,1.710065826,10.859375,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.1030532537,125.2492415,0.5721071015,0
2017p019940,,2017-01-08T09:04:10.303Z,2017-01-08T09:32:16.566Z,172.9338416,-40.11780633,2.964782349,30.3125,M,,NonLinLoc,,automatic,nz3drx,39,39,24,0.7723486348,167.9311155,1.826512848,0
2017p019930,,2017-01-08T08:59:12.693Z,2017-01-08T09:02:22.711Z,172.3231701,-41.1313188,3.094397465,278.75,M,,NonLinLoc,,automatic,nz3drx,15,15,13,0.340546552,174.8992757,3.033219821,0
2017p019907,,2017-01-08T08:46:59.721Z,2017-01-08T08:49:00.169Z,176.2373596,-40.13872137,1.741041717,24.21875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.1727211878,91.56731975,0.7974607027,0
2017p019900,,2017-01-08T08:42:38.036Z,2017-01-08T08:46:09.991Z,178.4692383,-42.32666016,4.160270562,34.91308594,M,,NonLinLoc,,automatic,iaspei91,70,70,38,2.280105261,249.5213131,0.4702428549,0
2017p019889,,2017-01-08T08:37:07.937Z,2017-01-08T08:38:58.548Z,177.3350608,-38.83049113,2.139567756,49.0625,M,,NonLinLoc,,automatic,nz3drx,26,26,13,0.0493688518,72.80744086,0.4461747751,0
2017p019878,earthquake,2017-01-08T08:31:13.688Z,2017-01-09T01:30:06.338Z,175.2403834,-39.22911117,2.143443413,16.953125,M,,NonLinLoc,confirmed,manual,nz3drx,48,45,25,0.10129044,52.88294511,0.4330525352,0
2017p019874,,2017-01-08T08:29:12.289Z,2017-01-08T08:31:18.944Z,178.1075607,-37.61823581,1.84359423,59.375,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.2505029708,191.3267317,0.9092664316,0
2017p019864,,2017-01-08T08:23:44.607Z,2017-01-08T08:26:36.485Z,173.6807933,-42.08765942,2.498710536,27.96875,M,,NonLinLoc,,automatic,nz3drx,20,20,11,0.345362102,131.7156414,0.9193597229,0
2017p019847,,2017-01-08T08:14:45.200Z,2017-01-08T08:32:53.500Z,174.1239405,-41.87035841,3.105363063,19.53125,M,,NonLinLoc,,automatic,nz3drx,62,62,30,0.1379772918,133.6571353,1.706179253,0
2017p019839,,2017-01-08T08:10:44.934Z,2017-01-08T08:33:46.804Z,173.8190698,-41.99825418,2.331409138,15.78125,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.2851991667,156.5855023,0.5161554915,0
2017p019816,,2017-01-08T07:58:03.981Z,2017-01-08T07:59:33.339Z,176.2156257,-39.08793634,1.640762494,32.65625,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.2258532596,127.0927641,1.199263121,0
2017p019801,,2017-01-08T07:50:21.213Z,2017-01-08T07:52:55.631Z,173.6613065,-42.05371628,2.315765823,21.40625,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.3739829309,140.5698536,0.5546868521,0
2017p019775,,2017-01-08T07:36:06.742Z,2017-01-08T07:38:26.635Z,174.240588,-41.71111723,2.349645984,5.234375,M,,NonLinLoc,,automatic,nz3drx,22,22,12,0.04452462445,127.7136325,0.7808245108,0
2017p019634,,2017-01-08T06:21:29.544Z,2017-01-08T07:08:53.128Z,173.2638085,-42.58119818,3.371295686,36.875,M,,NonLinLoc,,automatic,nz3drx,66,66,39,0.2621992418,130.4875781,1.350053636,0
2017p019623,,2017-01-08T06:15:19.895Z,2017-01-08T06:28:05.812Z,174.2268705,-41.80330449,1.944484648,14.84375,M,,NonLinLoc,,automatic,nz3drx,18,18,7,0.05333353247,146.8818204,0.6202492877,0
2017p019606,,2017-01-08T06:06:22.960Z,2017-01-08T06:21:22.460Z,174.120531,-42.30403293,2.442967694,36.40625,M,,NonLinLoc,,automatic,nz3drx,20,20,10,0.4450258313,159.4623908,0.4671972885,0
2017p019593,,2017-01-08T05:59:20.430Z,2017-01-08T06:01:16.180Z,174.4684212,-40.61100958,1.843244894,20.9375,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.4146867244,146.2085955,0.6895799136,0
2017p019552,,2017-01-08T05:37:34.427Z,2017-01-08T06:02:42.785Z,176.7161744,-39.62398768,2.471520194,20.703125,M,,NonLinLoc,,automatic,nz3drx,41,41,30,0.1799039642,59.60245888,0.5698321796,0
2017p019541,,2017-01-08T05:32:31.765Z,2017-01-08T06:02:03.447Z,173.8767163,-40.10611936,3.038332046,182.1875,M,,NonLinLoc,,automatic,nz3drx,81,81,41,0.6976508372,125.1733036,1.563716302,0
2017p019519,,2017-01-08T05:19:57.938Z,2017-01-08T05:32:35.799Z,174.276152,-41.70048345,2.305216352,13.203125,M,,NonLinLoc,,automatic,nz3drx,21,21,10,0.06884378181,137.8029827,0.4010346985,0
2017p019495,,2017-01-08T05:07:07.878Z,2017-01-08T05:31:45.593Z,176.6041269,-40.25972895,3.24207367,47.65625,M,,NonLinLoc,,automatic,nz3drx,92,92,57,0.02467492155,97.12220329,0.9754082667,0
2017p019481,,2017-01-08T05:00:04.164Z,2017-01-08T05:02:21.115Z,175.7127044,-39.11761154,1.357477276,85.625,M,,NonLinLoc,,automatic,nz3drx,28,28,13,0.006987830366,127.2100413,1.157946724,0
2017p019417,,2017-01-08T04:25:26.439Z,2017-01-08T04:28:03.203Z,174.2111299,-41.76363805,2.553361525,13.203125,M,,NonLinLoc,,automatic,nz3drx,22,22,13,0.01314242255,141.5861141,0.5160773044,0
2017p019414,,2017-01-08T04:24:12.706Z,2017-01-08T04:26:56.646Z,174.2459871,-41.75798737,2.569809004,9.921875,M,,NonLinLoc,,automatic,nz3drx,28,28,17,0.02484607333,140.6443204,0.7535071197,0
2017p019410,,2017-01-08T04:22:07.179Z,2017-01-08T04:23:45.132Z,176.4869786,-40.65620904,2.126373199,17.65625,M,,NonLinLoc,,automatic,nz3drx,17,17,11,0.1854266259,203.3491368,0.5569870502,0
2017p019308,,2017-01-08T03:27:23.022Z,2017-01-08T03:28:59.051Z,176.4675556,-40.50563242,1.692716543,20.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.04473942979,194.8752423,0.2030806729,0
2017p019304,,2017-01-08T03:25:15.648Z,2017-01-08T03:39:34.088Z,174.2507685,-41.85071651,2.943469336,19.53125,M,,NonLinLoc,,automatic,nz3drx,48,48,27,0.1033143385,135.7065425,1.196171682,0
2017p019292,earthquake,2017-01-08T03:19:26.502Z,2017-01-09T01:31:08.979Z,175.379558,-39.16539791,0.7530982937,5.1171875,M,,NonLinLoc,confirmed,manual,nz3drx,12,9,6,0.1044562993,194.1122599,0.1334870965,0
2017p019280,,2017-01-08T03:12:39.045Z,2017-01-08T03:13:57.803Z,178.2223266,-38.3038471,1.996831308,14.609375,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.1829782554,166.6792464,0.1939814767,0
2017p019274,,2017-01-08T03:09:33.206Z,2017-01-08T03:11:13.358Z,175.8523041,-40.62478548,1.681445966,23.984375,M,,NonLinLoc,,automatic,nz3drx,17,17,11,0.1149279909,86.3809623,0.3001905407,0
2017p019248,,2017-01-08T02:55:23.639Z,2017-01-08T03:29:01.842Z,173.4151137,-42.53718267,2.917736693,28.90625,M,,NonLinLoc,,automatic,nz3drx,41,41,24,0.1521515631,136.1054175,1.364977726,0
2017p019222,,2017-01-08T02:41:52.838Z,2017-01-08T03:24:07.463Z,173.7154485,-42.26221298,2.360311898,25.15625,M,,NonLinLoc,,automatic,nz3drx,20,20,9,0.2023419747,139.250506,0.7284691899,0
2017p019209,,2017-01-08T02:34:49.130Z,2017-01-08T03:21:49.852Z,174.1360725,-41.72806926,2.554002509,18.359375,M,,NonLinLoc,,automatic,nz3drx,36,36,19,0.06209661771,90.59197137,1.113363491,0
2017p019126,,2017-01-08T01:50:32.475Z,2017-01-08T03:06:58.910Z,173.9754744,-41.90939082,2.308029646,25.15625,M,,NonLinLoc,,automatic,nz3drx,21,21,13,0.2057787155,143.5679016,0.6199615509,0
2017p019110,,2017-01-08T01:41:55.944Z,2017-01-08T03:02:57.121Z,176.8041726,-39.89161394,2.790044646,41.796875,M,,NonLinLoc,,automatic,nz3drx,79,79,53,0.1125512471,114.5471772,0.7912052708,0
2017p019073,,2017-01-08T01:22:37.665Z,2017-01-08T02:56:14.413Z,174.1930585,-42.07091122,2.520188958,26.5625,M,,NonLinLoc,,automatic,nz3drx,19,19,10,0.3207770728,172.1138775,1.416465011,0
2017p019020,,2017-01-08T00:54:07.854Z,2017-01-08T00:56:18.874Z,173.5349806,-42.26029687,2.373546371,23.28125,M,,NonLinLoc,,automatic,nz3drx,17,17,9,0.1556852714,134.0375365,0.9091735587,0
2017p018948,,2017-01-08T00:16:02.433Z,2017-01-08T02:29:12.224Z,173.7366025,-42.28618994,3.068857898,40.15625,M,,NonLinLoc,,automatic,nz3drx,36,36,19,0.1960786117,149.3378361,1.412289643,0
2017p018901,,2017-01-07T23:50:30.864Z,2017-01-08T01:50:41.079Z,173.5385534,-42.47067063,2.339970152,16.71875,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.05466408779,176.9817952,0.9701455194,0
2017p018887,,2017-01-07T23:43:11.701Z,2017-01-07T23:44:23.123Z,173.9872356,-41.87302875,1.345719481,18.59375,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.1762296085,157.4862221,0.3612858855,0
2017p018868,,2017-01-07T23:33:13.694Z,2017-01-07T23:35:29.170Z,174.2012306,-41.8092261,2.527843034,21.40625,M,,NonLinLoc,,automatic,nz3drx,32,32,15,0.05942154486,131.7139782,0.9815580924,0
2017p018862,,2017-01-07T23:30:08.588Z,2017-01-07T23:33:09.329Z,172.9753139,-42.65630218,2.992512495,15.3125,M,,NonLinLoc,,automatic,nz3drx,12,12,1,0.3140996354,112.0001024,0.5713152262,0
2017p018858,,2017-01-07T23:28:00.646Z,2017-01-07T23:30:16.305Z,176.9283175,-37.75485774,2.095607888,74.375,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.5055381995,209.7557587,1.268161966,0
2017p018857,,2017-01-07T23:27:21.257Z,2017-01-07T23:33:27.033Z,174.3071459,-41.67887234,1.942777095,19.53125,M,,NonLinLoc,,automatic,nz3drx,20,20,6,0.1006828256,136.7560142,0.6476494466,0
2017p018844,earthquake,2017-01-07T23:20:14.024Z,2017-01-09T01:35:16.154Z,175.6757698,-39.48912307,1.647507245,18.359375,M,,NonLinLoc,confirmed,manual,nz3drx,31,28,18,0.1017245663,99.05328436,0.1947957372,0
2017p018837,,2017-01-07T23:16:44.375Z,2017-01-08T01:36:37.447Z,173.6614585,-42.32738987,2.958778292,30.78125,M,,NonLinLoc,,automatic,nz3drx,40,40,26,0.1270590025,139.9778143,0.9151602803,0
2017p018827,,2017-01-07T23:11:26.143Z,2017-01-07T23:13:20.091Z,174.3617764,-41.51699437,1.477315,25.15625,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.2599496842,111.3729534,0.8745629705,0
2017p018808,,2017-01-07T23:00:55.120Z,2017-01-07T23:03:19.978Z,173.1387314,-42.54252335,2.251347262,18.59375,M,,NonLinLoc,,automatic,nz3drx,20,20,6,0.3215791359,123.3844732,0.5843868699,0
2017p018773,,2017-01-07T22:42:34.812Z,2017-01-07T22:44:15.385Z,175.0085721,-40.12180586,1.9202134,29.84375,M,,NonLinLoc,,automatic,nz3drx,16,16,8,0.3654681758,127.5467171,0.5473588632,0
2017p018728,,2017-01-07T22:18:56.884Z,2017-01-07T22:21:19.525Z,178.2583151,-37.49301038,2.081294563,15.3125,M,,NonLinLoc,,automatic,nz3drx,14,14,5,0.07862287271,275.4309861,0.8306781469,0
2017p018718,,2017-01-07T22:13:00.653Z,2017-01-07T22:14:46.165Z,174.2616277,-41.7567779,2.070841961,10.390625,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.03595377933,143.4827895,0.421705129,0
2017p018688,,2017-01-07T21:57:21.872Z,2017-01-07T21:59:31.462Z,174.1870023,-41.65615794,2.008520872,15.078125,M,,NonLinLoc,,automatic,nz3drx,18,18,7,0.09638178512,84.81257973,0.3608387828,0
2017p018682,earthquake,2017-01-07T21:53:54.498Z,2017-01-09T01:37:02.744Z,175.0948104,-39.13628987,1.520660536,17.890625,M,,NonLinLoc,confirmed,manual,nz3drx,17,14,7,0.2456164837,140.8850918,0.2267248329,0
2017p018672,,2017-01-07T21:48:43.602Z,2017-01-07T21:50:54.218Z,173.7479424,-42.45171584,2.370107783,20.9375,M,,NonLinLoc,,automatic,nz3drx,21,21,7,0.1579986032,164.9916933,0.9878822723,0
2017p018666,,2017-01-07T21:45:41.715Z,2017-01-07T21:47:58.728Z,170.4074435,-45.34454826,2.563777379,5.46875,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.3381820942,136.6062173,0.8694752725,0
2017p018661,,2017-01-07T21:42:56.539Z,2017-01-07T21:44:00.037Z,174.092489,-42.48840745,1.865956223,30.3125,M,,NonLinLoc,,automatic,nz3drx,10,10,1,0.4139895279,169.1849301,1.148768057,0
2017p018599,,2017-01-07T21:09:56.718Z,2017-01-07T21:12:05.672Z,174.3683493,-41.72487658,1.843657554,7.109375,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.1183895973,145.0700699,0.4122989093,0
2017p018535,,2017-01-07T20:35:45.054Z,2017-01-07T21:02:26.870Z,174.1472678,-41.79763427,3.087664191,11.09375,M,,NonLinLoc,,automatic,nz3drx,64,64,40,0.06886430645,129.167878,1.607374979,0
2017p018448,,2017-01-07T19:49:14.771Z,2017-01-07T19:50:42.522Z,178.5024488,-38.18840908,2.137256805,24.21875,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.2190322588,227.2531087,0.4222603306,0
2017p018398,,2017-01-07T19:22:56.801Z,2017-01-07T19:24:52.393Z,173.8667082,-42.25159874,1.9257227,25.625,M,,NonLinLoc,,automatic,nz3drx,12,12,2,0.5350362577,182.0220257,0.4667950913,0
2017p018377,,2017-01-07T19:11:38.307Z,2017-01-07T19:13:45.271Z,173.355086,-42.44531944,2.202467512,16.71875,M,,NonLinLoc,,automatic,nz3drx,18,18,5,0.1389997425,115.0785818,0.7414636027,0
2017p018364,,2017-01-07T19:04:26.079Z,2017-01-07T19:05:54.171Z,172.2108619,-43.61019629,1.77495625,9.921875,M,,NonLinLoc,,automatic,nz3drx,12,12,3,0.1271602593,85.84426301,0.3730394287,0
2017p018361,,2017-01-07T19:03:12.723Z,2017-01-07T20:00:35.805Z,177.9117622,-38.96722728,2.836991669,15.078125,M,,NonLinLoc,,automatic,nz3drx,53,53,36,0.1875441199,156.1445436,1.168393774,0
2017p018305,,2017-01-07T18:33:01.340Z,2017-01-07T18:35:10.830Z,176.798935,-39.91228653,1.54063302,27.03125,M,,NonLinLoc,,automatic,nz3drx,14,14,4,0.1276112397,121.0711143,0.4598359904,0
2017p018295,,2017-01-07T18:28:04.802Z,2017-01-07T18:30:49.779Z,175.748099,-40.28907461,2.457827035,65.9375,M,,NonLinLoc,,automatic,nz3drx,25,25,13,0.3987699265,124.9885825,1.35348987,0
2017p018294,earthquake,2017-01-07T18:27:29.993Z,2017-01-09T02:45:25.049Z,177.4482463,-37.68936235,3.222604923,59.84375,M,,NonLinLoc,confirmed,manual,nz3drx,83,80,52,0.2551581085,126.5399637,0.8956979054,0
2017p018289,earthquake,2017-01-07T18:24:40.792Z,2017-01-09T01:38:53.575Z,175.3832644,-39.15967462,1.031212603,7.6953125,M,,NonLinLoc,confirmed,manual,nz3drx,18,14,6,0.09798487244,193.3738428,0.1821942119,0
2017p018285,,2017-01-07T18:22:30.340Z,2017-01-07T18:24:47.275Z,177.5596907,-37.8027836,2.349532435,38.28125,M,,NonLinLoc,,automatic,nz3drx,30,30,15,0.1829826751,114.0374719,0.7222010004,0
2017p018282,earthquake,2017-01-07T18:20:48.914Z,2017-01-09T01:40:34.586Z,175.3653852,-39.14829087,1.659935193,11.6796875,M,,NonLinLoc,confirmed,manual,nz3drx,36,32,18,0.09563043108,93.1237835,0.2830289905,0
2017p018275,,2017-01-07T18:17:26.710Z,2017-01-07T18:19:43.577Z,173.8542879,-42.33132827,2.638452406,40.625,M,,NonLinLoc,,automatic,nz3drx,12,12,2,0.6150134733,186.49224,0.6055990618,0
2017p018260,,2017-01-07T18:09:13.909Z,2017-01-07T18:10:23.563Z,174.4252567,-41.58892522,1.414674968,14.84375,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.2276872446,128.7054,0.3676144388,0
2017p018225,,2017-01-07T17:50:26.625Z,2017-01-07T17:51:50.302Z,172.1344261,-43.49112435,2.049702413,9.921875,M,,NonLinLoc,,automatic,nz3drx,17,17,7,0.1801400861,57.77659398,0.5454059471,0
2017p018185,,2017-01-07T17:29:13.689Z,2017-01-07T17:31:33.494Z,174.4092803,-41.69855332,1.886935663,12.03125,M,,NonLinLoc,,automatic,nz3drx,14,14,4,0.1555135347,143.7353158,0.4867609464,0
2017p018167,,2017-01-07T17:19:38.447Z,2017-01-07T17:22:04.022Z,175.3980281,-39.9084042,2.633633075,25.625,M,,NonLinLoc,,automatic,nz3drx,13,13,10,0.5265159169,150.7511635,0.8449671475,0
2017p018165,earthquake,2017-01-07T17:18:48.355Z,2017-01-07T21:34:26.964Z,173.4992676,-42.39503098,3.65057269,15.34593773,M,,LOCSAT,confirmed,manual,iasp91,21,16,12,0.0360981077,84.53995132,0.4887768514,0
2017p018120,,2017-01-07T16:54:33.958Z,2017-01-07T16:56:23.163Z,174.1936967,-41.71474562,2.185683449,16.953125,M,,NonLinLoc,,automatic,nz3drx,25,25,12,0.03881634864,78.07642799,0.5352924032,0
2017p018107,,2017-01-07T16:47:43.820Z,2017-01-07T16:50:16.301Z,173.7707152,-42.30720608,2.535135642,19.53125,M,,NonLinLoc,,automatic,nz3drx,23,23,6,0.2035248185,152.0679711,0.8960425754,0
2017p018044,,2017-01-07T16:14:21.723Z,2017-01-07T16:18:24.238Z,178.2112325,-37.63145329,3.08895498,41.5625,M,,NonLinLoc,,automatic,nz3drx,79,79,48,0.1037547502,106.6774996,1.710441855,0
2017p018037,,2017-01-07T16:10:38.414Z,2017-01-07T16:12:57.459Z,177.9140829,-37.56890767,2.040370663,45.3125,M,,NonLinLoc,,automatic,nz3drx,22,22,8,0.2188433024,153.4859673,0.7169546947,0
2017p018028,,2017-01-07T16:05:37.107Z,2017-01-07T16:06:56.241Z,175.8769483,-40.59718014,1.632435026,28.671875,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.08341801722,85.33561818,0.2463190915,0
2017p017965,,2017-01-07T15:32:07.009Z,2017-01-07T15:41:35.709Z,175.8918651,-40.64930431,2.674327979,23.046875,M,,NonLinLoc,,automatic,nz3drx,64,64,40,0.1123273646,46.99457259,0.8052965829,0
2017p017954,earthquake,2017-01-07T15:26:25.736Z,2017-01-09T01:46:17.352Z,175.3564967,-39.14801993,2.930531576,10.9765625,M,,NonLinLoc,confirmed,manual,nz3drx,106,100,66,0.09977408178,54.33736211,0.6079376063,0
2017p017951,,2017-01-07T15:24:22.015Z,2017-01-07T15:27:42.606Z,173.9796117,-41.9228597,2.971262937,22.34375,M,,NonLinLoc,,automatic,nz3drx,44,44,25,0.219425432,131.0148355,1.506072723,0
2017p017949,,2017-01-07T15:23:34.629Z,2017-01-07T15:26:06.381Z,173.5839983,-42.46030779,2.878991851,17.1875,M,,NonLinLoc,,automatic,nz3drx,17,17,11,0.05518557222,149.1446942,0.9339535497,0
2017p017920,,2017-01-07T15:08:25.326Z,2017-01-07T15:10:29.408Z,176.4597203,-38.82036868,1.564485798,119.375,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.2691735688,76.98003306,1.674226106,0
2017p017914,,2017-01-07T15:05:06.359Z,2017-01-07T15:06:42.791Z,173.7241996,-42.04887842,2.155552976,16.71875,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.3519132553,154.8327236,0.3358505493,0
2017p017909,,2017-01-07T15:02:12.713Z,2017-01-07T15:03:38.320Z,177.3097864,-39.20126246,1.618757097,25.15625,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.1352207234,229.6247434,0.3690224792,0
2017p017882,,2017-01-07T14:47:57.052Z,2017-01-07T14:50:02.152Z,174.2173041,-41.74296546,1.8798449,26.09375,M,,NonLinLoc,,automatic,nz3drx,18,18,7,0.008150138846,120.8691114,0.6499327735,0
2017p017866,,2017-01-07T14:39:24.080Z,2017-01-07T14:40:58.034Z,174.321193,-41.7093128,1.653891997,11.09375,M,,NonLinLoc,,automatic,nz3drx,17,17,5,0.09059300201,140.9541338,0.4700674417,0
2017p017857,,2017-01-07T14:34:19.563Z,2017-01-07T14:36:43.152Z,174.1559221,-41.78120458,2.04857589,13.90625,M,,NonLinLoc,,automatic,nz3drx,19,19,8,0.05331514241,140.4666407,0.540028546,0
2017p017855,,2017-01-07T14:33:37.416Z,2017-01-07T15:02:53.929Z,173.5397883,-42.2303983,2.335108791,23.28125,M,,NonLinLoc,,automatic,nz3drx,19,19,6,0.1855736211,127.4586361,0.6358279228,0
2017p017852,,2017-01-07T14:31:51.717Z,2017-01-07T14:33:53.956Z,174.194293,-41.73144625,1.750019742,7.578125,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.02405942041,96.2348445,0.3234813868,0
2017p017833,,2017-01-07T14:21:43.025Z,2017-01-07T14:23:38.833Z,176.6348792,-39.92734198,1.895434831,29.84375,M,,NonLinLoc,,automatic,nz3drx,20,20,10,0.1994803291,66.36333372,0.5768179833,0
2017p017829,,2017-01-07T14:19:17.470Z,2017-01-07T14:58:27.793Z,174.1874402,-41.79797783,2.449256575,9.921875,M,,NonLinLoc,,automatic,nz3drx,39,39,18,0.05150804599,129.4316293,1.220784732,0
2017p017820,,2017-01-07T14:14:30.413Z,2017-01-07T14:57:05.294Z,172.9014654,-42.72093718,3.10825016,26.5625,M,,NonLinLoc,,automatic,nz3drx,53,53,28,0.265180186,101.2737606,1.208971014,0
2017p017816,,2017-01-07T14:12:22.985Z,2017-01-07T14:56:02.335Z,173.355086,-42.44531944,2.462939338,12.96875,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.1389997425,111.884647,0.6052203581,0
2017p017809,,2017-01-07T14:08:45.766Z,2017-01-07T14:54:55.302Z,173.7720539,-42.10033501,1.537496068,21.40625,M,,NonLinLoc,,automatic,nz3drx,11,11,2,0.3608171657,186.1441195,0.3805383995,0
2017p017790,,2017-01-07T13:58:30.990Z,2017-01-07T14:00:46.572Z,174.0011752,-41.9034692,1.407073782,17.65625,M,,NonLinLoc,,automatic,nz3drx,17,17,3,0.2079217224,167.692143,0.632384471,0
2017p017782,,2017-01-07T13:54:42.358Z,2017-01-07T13:57:04.210Z,174.3164334,-41.59489993,2.506948019,13.203125,M,,NonLinLoc,,automatic,nz3drx,32,32,17,0.1745600293,118.7858781,0.9535831859,0
2017p017779,,2017-01-07T13:52:40.826Z,2017-01-07T14:50:19.307Z,174.3042823,-41.61456137,2.902525489,9.921875,M,,NonLinLoc,,automatic,nz3drx,61,61,37,0.1527846081,117.3489963,1.795711088,0
2017p017770,earthquake,2017-01-07T13:48:08.461Z,2017-01-09T02:24:53.695Z,175.7280139,-39.0051218,1.030803694,5.1171875,M,,NonLinLoc,confirmed,manual,nz3drx,15,11,7,0.03772209875,111.9071878,0.1911802541,0
2017p017752,,2017-01-07T13:38:28.462Z,2017-01-07T13:40:48.545Z,173.7241996,-42.04887842,2.363942063,26.09375,M,,NonLinLoc,,automatic,nz3drx,22,22,7,0.3519132553,139.919451,0.6025579396,0
2017p017730,,2017-01-07T13:27:00.440Z,2017-01-07T13:30:43.196Z,173.6188291,-42.71163007,3.496222298,59.375,M,,NonLinLoc,,automatic,nz3drx,56,56,27,0.3009734732,152.1625397,2.957059823,0
