publicid	eventtype	origintime	modificationtime	longitude	 latitude	 magnitude	 depth	magnitudetype	depthtype	evaluationmethod	evaluationstatus	evaluationmode	earthmodel	usedphasecount	usedstationcount	magnitudestationcount	minimumdistance	azimuthalgap	originerror	magnitudeuncertainty
2016p955098		2016-12-19T09:16:29.905Z	2016-12-19T09:18:47.700Z	176.5292866	-40.0108256	1.868746025	35.46875	M		NonLinLoc		automatic	nz3drx	19	19	10	0.0895199161	69.82984504	0.708295302	0
2016p955062		2016-12-19T08:57:38.748Z	2016-12-19T08:59:31.168Z	173.980037	-42.16313203	2.239551514	11.09375	M		NonLinLoc		automatic	nz3drx	14	14	4	0.4144826722	174.0825806	1.346222955	0
2016p955056		2016-12-19T08:53:57.082Z	2016-12-19T08:54:43.662Z	173.5562812	-42.39942689	1.982625304	7.8125	M		NonLinLoc		automatic	nz3drx	10	10	1	0.0209772575	165.1999075	0.5417122375	0
2016p955047	earthquake	2016-12-19T08:49:34.043Z	2016-12-19T21:10:02.126Z	175.3798765	-39.16290637	1.13207634	7.9296875	M		NonLinLoc	confirmed	manual	nz3drx	19	14	6	0.1021020896	194.7100038	0.1890052052	0
2016p955026		2016-12-19T08:38:01.109Z	2016-12-19T10:50:30.939Z	174.4547605	-41.68320739	2.687982644	15.78125	M		NonLinLoc		automatic	nz3drx	41	41	16	0.1929109844	127.6737104	1.240580615	0
2016p954961		2016-12-19T08:03:20.625Z	2016-12-19T08:05:46.277Z	174.0869327	-41.86927465	2.566153742	20.46875	M		NonLinLoc		automatic	nz3drx	19	19	7	0.1527223567	144.2943219	1.36744897	0
2016p954896		2016-12-19T07:28:41.289Z	2016-12-19T10:28:44.962Z	173.5714898	-42.30474808	2.363037835	20.46875	M		NonLinLoc		automatic	nz3drx	16	16	4	0.1139458372	149.0551201	0.693804274	0
2016p954881		2016-12-19T07:20:43.442Z	2016-12-19T10:26:04.021Z	173.5262086	-42.35349527	2.244423824	25.15625	M		NonLinLoc		automatic	nz3drx	15	15	5	0.063145037	128.57939	0.4938443478	0
2016p954826		2016-12-19T06:51:30.533Z	2016-12-19T06:53:44.644Z	171.8588608	-42.62230894	2.601948472	10.15625	M		NonLinLoc		automatic	nz3drx	18	18	5	0.3200729205	105.1747475	0.8018041264	0
2016p954816		2016-12-19T06:46:10.160Z	2016-12-19T06:56:33.842Z	174.2197179	-41.80976799	2.774315394	17.65625	M		NonLinLoc		automatic	nz3drx	41	41	25	0.0591557661	138.4861167	1.320200537	0
2016p954811		2016-12-19T06:43:34.452Z	2016-12-19T06:45:56.211Z	176.0140862	-38.78338659	2.318248313	142.8125	M		NonLinLoc		automatic	nz3drx	48	48	18	0.3161648477	92.6491433	1.49100953	0
2016p954800		2016-12-19T06:37:50.177Z	2016-12-19T06:40:24.305Z	174.5252627	-39.61518384	2.488505995	171.875	M		NonLinLoc		automatic	nz3drx	36	36	15	0.3782977171	106.2566067	1.757943428	0
2016p954767		2016-12-19T06:20:20.319Z	2016-12-19T06:22:27.213Z	174.1129568	-41.81998558	2.40009081	27.96875	M		NonLinLoc		automatic	nz3drx	18	18	6	0.2036804703	141.2081777	1.210797035	0
2016p954765		2016-12-19T06:19:07.344Z	2016-12-19T06:21:11.316Z	174.1550707	-41.70443587	2.134713336	12.96875	M		NonLinLoc		automatic	nz3drx	14	14	8	0.0633832669	76.26537639	0.4840143104	0
2016p954753	earthquake	2016-12-19T06:12:24.124Z	2016-12-20T03:47:45.356Z	174.3197243	-41.71927899	3.292511862	17.65625	M		NonLinLoc	confirmed	manual	nz3drx	39	25	19	0.0853347018	139.4850365	0.6772711136	0
2016p954733		2016-12-19T06:01:47.843Z	2016-12-19T06:04:05.268Z	176.2991781	-40.2305846	2.460919657	5.46875	M		NonLinLoc		automatic	nz3drx	13	13	10	0.1254931054	258.9967756	1.536803985	0
2016p954731		2016-12-19T06:00:56.887Z	2016-12-19T06:02:39.644Z	178.016017	-38.24502204	2.480151093	9.6875	M		NonLinLoc		automatic	nz3drx	10	10	7	0.0726061485	208.2141614	0.697931342	0
2016p954727		2016-12-19T05:58:42.960Z	2016-12-19T06:01:47.734Z	177.7393798	-37.8166882	2.722063879	5.9375	M		NonLinLoc		automatic	nz3drx	27	27	12	0.0712708558	167.758851	1.256912019	0
2016p954703		2016-12-19T05:45:56.442Z	2016-12-19T05:48:03.486Z	174.280588	-41.73314451	1.75601623	13.4375	M		NonLinLoc		automatic	nz3drx	10	10	5	0.0529246321	175.3264334	0.4612136508	0
2016p954640		2016-12-19T05:12:34.551Z	2016-12-19T09:44:51.871Z	173.6873933	-42.12456337	2.109980336	29.84375	M		NonLinLoc		automatic	nz3drx	13	13	4	0.3121216949	149.629061	0.6694746138	0
2016p954615		2016-12-19T04:59:17.438Z	2016-12-19T05:01:46.252Z	175.9504617	-40.51685565	2.206465557	5.46875	M		NonLinLoc		automatic	nz3drx	18	18	10	0.0420357521	174.5161807	2.048148339	0
2016p954612		2016-12-19T04:57:38.591Z	2016-12-19T05:00:04.683Z	175.5094347	-39.978458	2.5435785	70.625	M		NonLinLoc		automatic	nz3drx	20	20	9	0.6844857713	130.3050274	1.438309174	0
2016p954611		2016-12-19T04:57:03.382Z	2016-12-19T05:02:03.337Z	178.0700209	-37.64705062	3.095832544	50.9375	M		NonLinLoc		automatic	nz3drx	50	50	30	0.2087280304	165.9220532	2.021717793	0
2016p954584		2016-12-19T04:42:50.278Z	2016-12-19T04:44:55.259Z	173.7421519	-42.09278775	2.490560735	5.46875	M		NonLinLoc		automatic	nz3drx	19	19	7	0.3574387675	151.225615	1.650654461	0
2016p954517		2016-12-19T04:07:38.989Z	2016-12-19T04:10:23.453Z	175.3578717	-39.14889561	2.286624924	15.6640625	M		NonLinLoc		automatic	nz3drx	46	46	20	0.1426594253	56.50764687	3.336801254	0
2016p954501		2016-12-19T03:58:27.921Z	2016-12-19T04:04:41.421Z	174.3292201	-41.7387421	3.050492932	8.046875	M		NonLinLoc		automatic	nz3drx	48	48	29	0.0869534948	141.7553515	1.383895016	0
2016p954492		2016-12-19T03:53:38.579Z	2016-12-19T03:56:09.200Z	177.9681746	-37.61390077	2.176885711	74.375	M		NonLinLoc		automatic	nz3drx	16	16	8	0.2095263763	249.3065191	1.730718426	0
2016p954407		2016-12-19T03:08:23.609Z	2016-12-19T03:10:08.354Z	174.1648303	-41.68053154	2.270482565	10.859375	M		NonLinLoc		automatic	nz3drx	15	15	8	0.0787279028	70.65427964	0.3230341374	0
2016p954401		2016-12-19T03:05:09.525Z	2016-12-19T03:07:38.294Z	173.5165063	-40.94472068	2.621387204	87.96875	M		NonLinLoc		automatic	nz3drx	30	30	12	0.293466116	94.49952643	0.7807236443	0
2016p954392		2016-12-19T03:00:25.428Z	2016-12-19T03:03:33.690Z	174.2634801	-41.68176054	2.404006328	5.234375	M		NonLinLoc		automatic	nz3drx	21	21	13	0.0786677724	127.298493	0.6683562206	0
2016p954387		2016-12-19T02:57:55.315Z	2016-12-19T02:59:55.279Z	174.1717253	-41.75831139	1.777845442	11.09375	M		NonLinLoc		automatic	nz3drx	12	12	6	0.0325388469	138.8839623	0.3246680545	0
2016p954368		2016-12-19T02:47:39.481Z	2016-12-19T02:51:03.544Z	173.7867854	-42.28431289	2.564570127	20.46875	M		NonLinLoc		automatic	nz3drx	19	19	7	0.226346188	143.3736668	0.8415102798	0
2016p954361		2016-12-19T02:43:59.172Z	2016-12-19T02:46:28.331Z	177.2109586	-37.0437946	2.635717605	81.875	M		NonLinLoc		automatic	nz3drx	20	20	12	0.8269875822	181.6999221	1.331145041	0
2016p954351	earthquake	2016-12-19T02:38:24.756Z	2016-12-19T02:46:36.114Z	167.3125763	-45.15605164	4.746447731	66.8356781	M		LOCSAT	confirmed	manual	iasp91	39	26	20	0.3284464777	198.8572845	0.9614910714	0
2016p954327		2016-12-19T02:25:43.896Z	2016-12-19T02:28:20.358Z	175.6001807	-39.83113267	2.708350729	9.6875	M		NonLinLoc		automatic	nz3drx	13	13	11	0.5632787639	247.7400166	1.095534518	0
2016p954325	earthquake	2016-12-19T02:24:53.849Z	2016-12-19T02:48:35.653Z	173.8782349	-42.4861145	3.837582009	25.83638382	M		LOCSAT	confirmed	manual	iasp91	38	32	24	0.7706601024	153.8317719	0.5103035903	0
2016p954303		2016-12-19T02:13:09.677Z	2016-12-19T02:22:59.244Z	174.0382014	-41.90455296	2.207015767	14.84375	M		NonLinLoc		automatic	nz3drx	14	14	7	0.2033399002	153.5569377	0.6705255816	0
2016p954297		2016-12-19T02:09:38.994Z	2016-12-19T02:13:14.097Z	174.2970715	-41.70526822	2.986020035	21.40625	M		NonLinLoc		automatic	nz3drx	53	53	27	0.0773819672	125.2163533	1.341848885	0
2016p954282		2016-12-19T02:01:36.734Z	2016-12-19T02:03:11.242Z	176.6767995	-40.28607175	2.043924787	13.671875	M		NonLinLoc		automatic	nz3drx	15	15	10	0.0359543253	191.5338027	0.418403585	0
2016p954255		2016-12-19T01:47:27.048Z	2016-12-19T01:49:23.824Z	174.0272788	-41.85418013	2.16162336	20.46875	M		NonLinLoc		automatic	nz3drx	17	17	7	0.1744925467	140.2523563	0.3534901606	0
2016p954252		2016-12-19T01:45:40.588Z	2016-12-19T01:47:31.514Z	174.0548547	-41.79492487	2.280696858	20.46875	M		NonLinLoc		automatic	nz3drx	20	20	8	0.1271827427	135.9961361	0.5209579594	0
2016p954221		2016-12-19T01:29:06.671Z	2016-12-19T01:30:35.147Z	178.1303634	-37.65642185	1.948563868	5.234375	M		NonLinLoc		automatic	nz3drx	10	10	7	0.1713036638	166.9455905	0.4062098142	0
2016p954204		2016-12-19T01:20:24.093Z	2016-12-19T01:22:23.272Z	174.4079777	-41.66515206	2.090876821	17.65625	M		NonLinLoc		automatic	nz3drx	10	10	7	0.1692836907	158.0915526	0.4015076855	0
2016p954203		2016-12-19T01:19:40.020Z	2016-12-19T01:22:51.525Z	173.9856035	-41.96474675	2.437057271	20.9375	M		NonLinLoc		automatic	nz3drx	21	21	6	0.2603569993	157.5032427	1.074540593	0
2016p954199		2016-12-19T01:17:34.680Z	2016-12-19T01:20:05.232Z	174.1526174	-41.70019298	2.55714977	16.015625	M		NonLinLoc		automatic	nz3drx	31	31	19	0.0677112541	74.65108202	0.734341887	0
2016p954138		2016-12-19T00:45:14.554Z	2016-12-19T00:48:21.146Z	173.7855242	-42.05400675	2.489804616	22.34375	M		NonLinLoc		automatic	nz3drx	31	31	11	0.3446511107	131.5620008	0.7023406967	0
2016p954124	earthquake	2016-12-19T00:37:25.269Z	2016-12-19T02:21:48.893Z	177.0693402	-38.08417773	2.152596805	42.96875	M		NonLinLoc	confirmed	manual	nz3drx	15	15	11	0.1785387602	121.5555803	0.37662686	0
2016p954116		2016-12-19T00:33:24.241Z	2016-12-19T00:35:11.925Z	176.8735459	-39.44044551	2.570037971	11.796875	M		NonLinLoc		automatic	nz3drx	41	41	26	0.1365225793	75.52747696	0.5971993557	0
2016p954078		2016-12-19T00:13:13.211Z	2016-12-19T00:15:23.219Z	173.6142087	-42.23256582	2.335860295	19.53125	M		NonLinLoc		automatic	nz3drx	11	11	6	0.1920034784	169.0940473	0.4040034152	0
2016p954051		2016-12-18T23:58:52.899Z	2016-12-19T00:04:19.978Z	174.3544647	-41.65106868	2.07674789	9.921875	M		NonLinLoc		automatic	nz3drx	20	20	9	0.1457072749	135.5332312	0.409776112	0
2016p954024		2016-12-18T23:44:02.419Z	2016-12-19T00:02:07.460Z	174.7493863	-40.20741794	2.392891334	49.53125	M		NonLinLoc		automatic	nz3drx	36	36	18	0.4893015691	78.99475339	0.6192285159	0
2016p954012		2016-12-18T23:37:40.049Z	2016-12-19T00:02:18.655Z	173.7328198	-41.99406437	1.684168754	18.125	M		NonLinLoc		automatic	nz3drx	12	12	1	0.2981373341	143.154592	0.7758853794	0
2016p953983		2016-12-18T23:22:21.903Z	2016-12-18T23:47:45.678Z	173.5384297	-42.39390191	2.401809335	13.90625	M		NonLinLoc		automatic	nz3drx	14	14	5	0.0220955342	152.0704221	0.5546151079	0
2016p953919		2016-12-18T22:48:10.282Z	2016-12-18T22:49:46.869Z	178.1276061	-37.6546705	2.339645151	5.234375	M		NonLinLoc		automatic	nz3drx	11	11	7	0.1721359232	168.2659993	0.5200168218	0
2016p953886		2016-12-18T22:30:51.096Z	2016-12-18T22:32:24.681Z	174.3120717	-41.68735813	1.985480121	15.3125	M		NonLinLoc		automatic	nz3drx	13	13	7	0.0974882432	137.9627658	0.3171231123	0
2016p953875		2016-12-18T22:24:59.670Z	2016-12-18T22:26:40.117Z	174.0870891	-41.72496322	1.852458415	14.140625	M		NonLinLoc		automatic	nz3drx	10	10	7	0.0977845564	105.633594	0.3068002663	0
2016p953870		2016-12-18T22:22:37.810Z	2016-12-18T22:24:41.837Z	174.426486	-41.53808313	2.402231964	13.203125	M		NonLinLoc		automatic	nz3drx	25	25	14	0.2672745715	124.2789758	0.6989986533	0
2016p953830		2016-12-18T22:00:57.599Z	2016-12-18T22:02:35.303Z	176.591501	-40.53683261	2.303448567	15.546875	M		NonLinLoc		automatic	nz3drx	21	21	13	0.1139846268	192.7023146	0.5421613151	0
2016p953800		2016-12-18T21:44:48.342Z	2016-12-18T23:14:54.230Z	173.0085245	-42.68230142	2.715739789	10.15625	M		NonLinLoc		automatic	nz3drx	33	33	9	0.2856980402	120.3313462	2.118797125	0
2016p953749		2016-12-18T21:17:32.981Z	2016-12-18T21:19:59.702Z	174.390541	-41.67881926	2.168853314	8.046875	M		NonLinLoc		automatic	nz3drx	17	17	9	0.1510366842	131.8711694	0.5197626865	0
2016p953725		2016-12-18T21:05:13.174Z	2016-12-18T21:07:17.767Z	174.3115543	-41.64897377	2.022026173	14.84375	M		NonLinLoc		automatic	nz3drx	18	18	8	0.1259637044	132.4563913	0.7216679886	0
2016p953706		2016-12-18T20:54:41.482Z	2016-12-18T21:05:30.757Z	172.9315645	-42.92963221	2.658240498	10.390625	M		NonLinLoc		automatic	nz3drx	13	13	3	0.084598628	75.41187323	0.4766546536	0
2016p953703		2016-12-18T20:53:12.221Z	2016-12-18T20:55:13.623Z	174.3374868	-41.64056061	2.200268436	12.734375	M		NonLinLoc		automatic	nz3drx	18	18	8	0.1446648908	133.5913551	0.384009336	0
2016p953699		2016-12-18T20:50:52.396Z	2016-12-18T21:04:25.100Z	174.2584257	-41.7575181	2.892028399	18.59375	M		NonLinLoc		automatic	nz3drx	51	51	24	0.0337334727	128.4930758	1.479037636	0
2016p953697		2016-12-18T20:49:50.851Z	2016-12-18T20:51:49.738Z	174.1612664	-41.82807472	2.610357227	13.90625	M		NonLinLoc		automatic	nz3drx	10	10	7	0.0872637453	164.1754906	0.4821185409	0
2016p953688		2016-12-18T20:45:02.980Z	2016-12-18T20:46:52.530Z	174.2120149	-41.73697123	2.121247161	11.796875	M		NonLinLoc		automatic	nz3drx	16	16	7	0.0137863221	96.62221718	0.4777656816	0
2016p953676	earthquake	2016-12-18T20:40:05.599Z	2016-12-18T23:32:55.187Z	175.7471115	-39.2978884	1.193921413	23.515625	M		NonLinLoc	confirmed	manual	nz3drx	16	14	8	0.1105962606	112.0871448	0.2502810391	0
2016p953672		2016-12-18T20:36:49.345Z	2016-12-18T20:38:21.482Z	176.8120922	-39.84602588	1.999821533	27.96875	M		NonLinLoc		automatic	nz3drx	15	15	7	0.0716653156	122.0806836	1.029414634	0
2016p953661		2016-12-18T20:30:59.088Z	2016-12-18T20:57:39.654Z	173.5238502	-42.40682891	2.235279565	9.21875	M		NonLinLoc		automatic	nz3drx	13	13	4	0.0144173602	108.3391346	0.4847013071	0
2016p953647		2016-12-18T20:23:20.422Z	2016-12-18T20:25:09.558Z	174.295145	-41.80196932	2.266668464	15.78125	M		NonLinLoc		automatic	nz3drx	19	19	10	0.0787279709	150.5035489	0.5661321541	0
2016p953594		2016-12-18T19:55:05.296Z	2016-12-18T19:56:16.310Z	174.0269575	-41.77491987	1.532433883	15.078125	M		NonLinLoc		automatic	nz3drx	10	10	4	0.1262367296	129.680053	0.2473682548	0
2016p953579		2016-12-18T19:47:21.791Z	2016-12-18T19:59:01.823Z	174.0669181	-41.87869896	2.858854207	14.84375	M		NonLinLoc		automatic	nz3drx	37	37	19	0.169600922	131.1793571	1.269494311	0
2016p953577	earthquake	2016-12-18T19:45:59.037Z	2016-12-18T22:51:16.125Z	176.9664764	-37.36885452	2.503621479	131.9433899	M		LOCSAT	confirmed	manual	iasp91	21	19	8	0.7550026178	159.0503616	0.7790359476	0
2016p953479		2016-12-18T18:53:44.704Z	2016-12-18T18:55:43.254Z	177.8445112	-38.6378542	1.813457485	20.46875	M		NonLinLoc		automatic	nz3drx	11	11	6	0.0960943872	162.5859351	0.2700160753	0
2016p953476	earthquake	2016-12-18T18:52:15.263Z	2016-12-18T19:25:13.131Z	173.6383362	-42.41026688	3.5689939	14.49063301	M		LOCSAT	confirmed	manual	iasp91	43	32	25	0.0738063976	142.5851173	0.7576224321	0
2016p953465		2016-12-18T18:46:35.830Z	2016-12-18T19:03:36.892Z	174.4023136	-41.66164937	2.175743983	10.15625	M		NonLinLoc		automatic	nz3drx	17	17	7	0.167530046	138.8161643	0.4353708637	0
2016p953463		2016-12-18T18:45:19.952Z	2016-12-18T19:03:24.808Z	173.4684646	-41.90122354	2.530325918	21.40625	M		NonLinLoc		automatic	nz3drx	16	16	6	0.356635141	99.65679063	0.5973667523	0
2016p953446	earthquake	2016-12-18T18:36:09.543Z	2016-12-18T19:37:14.751Z	174.4127045	-41.66841125	3.208870233	6.988585472	M		LOCSAT	confirmed	manual	iasp91	35	25	18	0.169299081	136.398941	0.8783531114	0
2016p953393		2016-12-18T18:08:22.726Z	2016-12-18T18:10:48.899Z	174.1847109	-42.45771559	2.829041631	64.0625	M		NonLinLoc		automatic	nz3drx	20	20	6	0.4778551787	195.1236541	1.381445574	0
2016p953380		2016-12-18T18:00:51.642Z	2016-12-18T18:02:43.753Z	173.555923	-42.20750511	2.102212087	25.15625	M		NonLinLoc		automatic	nz3drx	15	15	5	0.2089137691	120.3301335	0.4523133637	0
2016p953357		2016-12-18T17:48:45.220Z	2016-12-18T17:50:43.959Z	174.1171169	-41.83345446	2.122156456	23.28125	M		NonLinLoc		automatic	nz3drx	14	14	7	0.1105641727	143.789542	0.7054088035	0
2016p953332		2016-12-18T17:35:34.835Z	2016-12-18T17:37:14.297Z	176.5153348	-40.62038885	2.228884116	15.78125	M		NonLinLoc		automatic	nz3drx	14	14	11	0.1607126188	200.0471405	0.4195919638	0
2016p953314		2016-12-18T17:25:50.758Z	2016-12-18T17:28:34.151Z	173.7273358	-42.02894604	2.609100055	27.03125	M		NonLinLoc		automatic	nz3drx	19	19	6	0.3323031102	147.4777505	1.092851728	0
2016p953301	earthquake	2016-12-18T17:19:11.168Z	2016-12-18T19:56:26.213Z	175.7168564	-38.93892401	0.9599280938	7.2265625	M		NonLinLoc	confirmed	manual	nz3drx	13	10	7	0.0418877092	160.6485276	0.1876592107	0
2016p953297		2016-12-18T17:17:01.101Z	2016-12-18T17:27:05.097Z	173.6434934	-42.28348053	2.607118352	29.84375	M		NonLinLoc		automatic	nz3drx	27	27	6	0.1538148915	137.2024003	0.4500799602	0
2016p953255		2016-12-18T16:54:30.292Z	2016-12-18T16:56:51.698Z	173.7525143	-42.06639187	2.848758144	23.28125	M		NonLinLoc		automatic	nz3drx	21	21	12	0.3624555053	138.3953164	0.4970332219	0
2016p953243		2016-12-18T16:48:12.925Z	2016-12-18T16:50:34.135Z	173.57053	-42.23296246	2.410017869	19.0625	M		NonLinLoc		automatic	nz3drx	12	12	6	0.184634346	125.2254268	0.5161259076	0
2016p953229	earthquake	2016-12-18T16:40:33.200Z	2016-12-18T19:39:04.595Z	174.942749	-40.11371613	2.540659913	5	M	operator assigned	LOCSAT	confirmed	manual	iasp91	11	9	1	0.3601474464	183.3327823	2.178898286	0
2016p953221		2016-12-18T16:36:27.189Z	2016-12-18T17:02:15.297Z	173.9637002	-41.94575289	2.766490018	25.15625	M		NonLinLoc		automatic	nz3drx	36	36	14	0.2375802976	131.873653	0.8933103413	0
2016p953205		2016-12-18T16:27:54.196Z	2016-12-18T16:30:13.226Z	174.2320996	-41.70586319	2.463541095	10.859375	M		NonLinLoc		automatic	nz3drx	24	24	12	0.0470058749	117.4864951	0.495696925	0
2016p953142	earthquake	2016-12-18T15:54:21.078Z	2016-12-18T20:00:28.041Z	171.4859161	-43.04614258	3.100158015	2.654679298	M		LOCSAT	confirmed	manual	iasp91	15	8	1	0.3229426444	87.71972656	0.2861383902	0
2016p953122		2016-12-18T15:43:59.022Z	2016-12-18T15:45:38.151Z	178.3974027	-37.77047714	1.64250534	24.6875	M		NonLinLoc		automatic	nz3drx	10	10	4	0.0498626432	183.4953436	0.5308903667	0
2016p953102		2016-12-18T15:32:54.603Z	2016-12-18T15:34:38.194Z	174.2347947	-41.72929826	2.09965019	10.859375	M		NonLinLoc		automatic	nz3drx	12	12	6	0.026609377	157.1222497	0.4259216451	0
2016p953094		2016-12-18T15:28:29.894Z	2016-12-18T15:30:52.177Z	174.6101462	-40.6402601	2.40776105	25.15625	M		NonLinLoc		automatic	nz3drx	40	40	19	0.3146255116	78.76680767	0.7850453763	0
2016p953089		2016-12-18T15:25:56.629Z	2016-12-18T15:28:23.469Z	173.2216108	-42.08259819	2.698252778	24.6875	M		NonLinLoc		automatic	nz3drx	13	13	6	0.3958514342	134.6116641	1.001950725	0
2016p953069		2016-12-18T15:15:28.922Z	2016-12-18T15:17:10.210Z	174.1080025	-41.72974799	1.873520218	14.84375	M		NonLinLoc		automatic	nz3drx	10	10	7	0.0815311965	107.1209844	0.280063568	0
2016p953013		2016-12-18T14:45:24.354Z	2016-12-18T14:47:04.982Z	175.9469037	-39.14809106	1.847116646	56.5625	M		NonLinLoc		automatic	nz3drx	11	11	5	0.2573964812	92.89514035	0.9623215136	0
2016p952988		2016-12-18T14:32:18.512Z	2016-12-18T14:34:39.276Z	174.9525555	-39.31040773	2.614911962	29.609375	M		NonLinLoc		automatic	nz3drx	58	58	35	0.2356774611	31.43240872	0.5409463863	0
2016p952979		2016-12-18T14:27:40.459Z	2016-12-18T14:29:11.174Z	174.2323351	-41.72505537	1.803610097	11.5625	M		NonLinLoc		automatic	nz3drx	10	10	4	0.0292336085	139.4774489	0.4488439741	0
2016p952908	earthquake	2016-12-18T13:49:23.758Z	2016-12-18T19:53:55.365Z	173.2909546	-42.57691574	2.98108865	14.6438694	M		LOCSAT	confirmed	manual	iasp91	39	32	14	0.2439540923	132.2286072	0.7945234095	0
2016p952905		2016-12-18T13:47:47.284Z	2016-12-18T14:16:13.129Z	173.4053685	-42.5202111	2.808737525	20.46875	M		NonLinLoc		automatic	nz3drx	21	21	10	0.1438167583	148.4113133	0.9703210457	0
2016p952888		2016-12-18T13:39:11.072Z	2016-12-18T13:41:13.202Z	175.8451285	-40.63374053	1.736028729	26.09375	M		NonLinLoc		automatic	nz3drx	16	16	9	0.1249212548	86.00311498	0.3154636445	0
2016p952874		2016-12-18T13:31:34.199Z	2016-12-18T14:10:47.877Z	173.6019714	-42.19215918	2.117460387	25.15625	M		NonLinLoc		automatic	nz3drx	12	12	3	0.2288998099	160.9927041	0.4322031625	0
2016p952851		2016-12-18T13:19:08.767Z	2016-12-18T13:21:21.199Z	174.8129536	-40.05254535	2.278541769	29.84375	M		NonLinLoc		automatic	nz3drx	24	24	15	0.4098706889	135.9137828	0.6747847407	0
2016p952850		2016-12-18T13:18:34.933Z	2016-12-18T13:20:28.187Z	174.2059834	-41.73596008	1.987960318	17.65625	M		NonLinLoc		automatic	nz3drx	15	15	6	0.0158274724	98.99135635	0.600948804	0
2016p952843		2016-12-18T13:14:50.550Z	2016-12-18T14:05:11.911Z	173.7296026	-42.17251727	2.888582233	29.84375	M		NonLinLoc		automatic	nz3drx	47	47	18	0.2822144763	135.4748214	0.9206439881	0
2016p952822		2016-12-18T13:03:55.200Z	2016-12-18T13:06:10.603Z	178.3957829	-37.51727781	2.163440336	22.8125	M		NonLinLoc		automatic	nz3drx	11	11	5	0.0873711248	250.2678938	0.7063278957	0
2016p952817		2016-12-18T13:01:18.573Z	2016-12-18T14:00:31.254Z	173.354935	-42.56047251	2.383156131	13.4375	M		NonLinLoc		automatic	nz3drx	14	14	3	0.1987141355	147.249154	1.151003103	0
2016p952787		2016-12-18T12:45:22.181Z	2016-12-18T13:55:13.304Z	173.5737231	-42.21303008	2.506932813	26.5625	M		NonLinLoc		automatic	nz3drx	22	22	6	0.2047181104	133.4264836	0.6653403222	0
2016p952753		2016-12-18T12:26:58.516Z	2016-12-18T12:29:26.200Z	174.1597648	-41.69372948	2.474595074	12.265625	M		NonLinLoc		automatic	nz3drx	31	31	13	0.069422031	66.05802208	0.9624657247	0
2016p952734		2016-12-18T12:17:07.258Z	2016-12-18T13:45:40.046Z	173.1981419	-42.52421661	2.819472992	22.34375	M		NonLinLoc		automatic	nz3drx	35	35	12	0.2741048024	118.1429168	1.016098669	0
2016p952716		2016-12-18T12:07:34.590Z	2016-12-18T13:42:20.127Z	173.2122648	-42.66482703	2.796544066	20.46875	M		NonLinLoc		automatic	nz3drx	30	30	13	0.3294407998	141.8951595	0.8021371415	0
2016p952710		2016-12-18T12:03:58.811Z	2016-12-18T12:05:50.035Z	174.2318644	-41.68667101	2.506371184	12.96875	M		NonLinLoc		automatic	nz3drx	10	10	5	0.4761566521	167.8153277	0.5378815545	0
2016p952706	earthquake	2016-12-18T12:02:12.166Z	2016-12-18T19:58:47.981Z	178.9937897	-38.62278748	3.289243974	14.78532887	M		LOCSAT	confirmed	manual	iasp91	35	29	23	0.6319643259	261.2446442	0.4639276176	0
2016p952688		2016-12-18T11:52:51.616Z	2016-12-18T12:04:36.099Z	174.1973477	-41.75238977	1.576552408	12.03125	M		NonLinLoc		automatic	nz3drx	12	12	3	0.0125586583	134.4694231	1.336649327	0
2016p952675		2016-12-18T11:45:30.036Z	2016-12-18T12:03:58.937Z	174.096696	-41.72274261	1.943496273	19.53125	M		NonLinLoc		automatic	nz3drx	16	16	4	0.091514488	103.4619577	0.4911134641	0
2016p952664	earthquake	2016-12-18T11:39:53.653Z	2016-12-18T19:18:38.451Z	174.161087	-41.80895233	3.960257945	9.950940132	M		LOCSAT	confirmed	manual	iasp91	30	21	17	0.07171119	141.3469086	0.779343037	0
2016p952641	earthquake	2016-12-18T11:27:33.900Z	2016-12-19T00:31:08.658Z	175.8904173	-38.85211924	1.347339689	12.734375	M		NonLinLoc	confirmed	manual	nz3drx	13	10	5	0.0940936575	84.3777491	0.4385400144	0
2016p952585		2016-12-18T10:57:45.997Z	2016-12-18T11:00:29.484Z	178.0747712	-37.72381933	2.505847307	100.625	M		NonLinLoc		automatic	nz3drx	12	12	3	0.2346162938	203.9928847	1.914922264	0
2016p952559		2016-12-18T10:43:49.376Z	2016-12-18T10:46:09.145Z	174.7538427	-39.25932825	2.244554011	27.265625	M		NonLinLoc		automatic	nz3drx	32	32	12	0.1333283663	63.74861519	0.6526883588	0
2016p952534		2016-12-18T10:30:21.029Z	2016-12-18T10:32:18.405Z	175.870083	-40.60364364	1.678874472	30.078125	M		NonLinLoc		automatic	nz3drx	14	14	7	0.0913560366	86.0602183	0.2109125902	0
2016p952499	earthquake	2016-12-18T10:11:52.996Z	2016-12-18T23:33:59.075Z	175.7034875	-39.38576015	0.9604845068	15.78125	M		NonLinLoc	confirmed	manual	nz3drx	9	7	5	0.0981551022	302.4926655	0.4426910744	0
2016p952496		2016-12-18T10:10:04.862Z	2016-12-18T10:58:15.835Z	173.7679829	-42.40390717	2.426961057	16.71875	M		NonLinLoc		automatic	nz3drx	12	12	7	0.1695582679	183.4096203	0.6793751086	0
