publicid	eventtype	origintime	modificationtime	longitude	 latitude	 magnitude	 depth	magnitudetype	depthtype	evaluationmethod	evaluationstatus	evaluationmode	earthmodel	usedphasecount	usedstationcount	magnitudestationcount	minimumdistance	azimuthalgap	originerror	magnitudeuncertainty
2017p005065		2017-01-02T20:58:44.409Z	2017-01-02T21:00:49.203Z	174.129838	-41.70786594	1.951404049	13.203125	M		NonLinLoc		automatic	nz3drx	18	18	7	0.0755293949	87.63596264	0.63474672	0
2017p005045		2017-01-02T20:48:07.203Z	2017-01-02T20:50:31.210Z	174.4792968	-41.81237122	2.086572516	39.6875	M		NonLinLoc		automatic	nz3drx	15	15	7	0.2062568884	155.4441647	0.9812585324	0
2017p005029		2017-01-02T20:39:48.052Z	2017-01-02T20:44:02.122Z	173.9718529	-42.05444246	2.714716456	18.125	M		NonLinLoc		automatic	nz3drx	35	35	15	0.3444957917	143.5217444	1.241317143	0
2017p005022		2017-01-02T20:36:00.163Z	2017-01-02T20:38:24.960Z	178.3023943	-37.52103191	2.228810542	15.3125	M		NonLinLoc		automatic	nz3drx	15	15	6	0.0429618649	273.8589699	1.092746241	0
2017p005005		2017-01-02T20:26:46.311Z	2017-01-02T20:28:55.181Z	174.3208259	-41.71180434	1.957544738	9.921875	M		NonLinLoc		automatic	nz3drx	19	19	6	0.0892015317	141.229712	0.5948742598	0
2017p005000		2017-01-02T20:24:07.300Z	2017-01-02T20:26:36.190Z	176.1667379	-40.38079812	1.900023348	5.234375	M		NonLinLoc		automatic	nz3drx	19	19	9	0.0802155424	107.5600601	1.277346373	0
2017p004997		2017-01-02T20:22:51.493Z	2017-01-02T20:25:06.178Z	176.7550761	-39.156046	2.145120622	46.25	M		NonLinLoc		automatic	nz3drx	18	18	10	0.0709203778	137.8953946	1.083830092	0
2017p004996		2017-01-02T20:22:30.781Z	2017-01-02T20:24:33.943Z	177.8436686	-37.45010668	2.600077839	66.875	M		NonLinLoc		automatic	nz3drx	13	13	10	0.3125023184	246.4900837	1.009451143	0
2017p004985		2017-01-02T20:16:23.240Z	2017-01-02T20:17:22.710Z	175.7848068	-38.86806014	1.158618206	8.28125	M		NonLinLoc		automatic	nz3drx	12	12	5	0.0099794928	131.7114324	0.2223989525	0
2017p004884		2017-01-02T19:22:34.027Z	2017-01-02T19:24:25.110Z	175.9001405	-40.68122517	1.348238307	23.984375	M		NonLinLoc		automatic	nz3drx	16	16	7	0.0976612178	92.88295045	0.6377755224	0
2017p004866		2017-01-02T19:12:51.704Z	2017-01-02T19:14:53.006Z	172.4808205	-42.7204624	2.311159209	14.84375	M		NonLinLoc		automatic	nz3drx	11	11	5	0.1659299584	84.56391535	0.4176562709	0
2017p004833		2017-01-02T18:55:13.652Z	2017-01-02T18:58:26.824Z	174.2968451	-41.74863568	2.801285736	15.78125	M		NonLinLoc		automatic	nz3drx	49	49	24	0.0618599216	141.5746186	1.469883499	0
2017p004793		2017-01-02T18:34:11.214Z	2017-01-02T18:36:11.730Z	173.4265184	-42.39065063	2.003127546	25.15625	M		NonLinLoc		automatic	nz3drx	16	16	5	0.0866857073	96.22348476	0.7460620698	0
2017p004678	earthquake	2017-01-02T17:32:53.598Z	2017-01-02T17:50:49.608Z	174.1291046	-41.67926788	2.963855301	9.717487335	M		LOCSAT	confirmed	manual	iasp91	26	18	14	0.0942337886	72.91984558	0.5789591541	0
2017p004649		2017-01-02T17:17:05.239Z	2017-01-02T19:31:09.573Z	173.0796888	-42.6326157	2.527362544	19.0625	M		NonLinLoc		automatic	nz3drx	17	17	2	0.3363424572	123.3571246	0.6064415172	0
2017p004603		2017-01-02T16:52:54.118Z	2017-01-02T16:55:21.229Z	173.18707	-41.8412421	2.346121017	56.5625	M		NonLinLoc		automatic	nz3drx	15	15	6	0.2238545636	79.3965468	0.5591369275	0
2017p004597		2017-01-02T16:49:22.778Z	2017-01-02T19:19:08.307Z	172.3978984	-43.58046249	2.195355861	8.984375	M		NonLinLoc		automatic	nz3drx	16	16	7	0.2253549302	91.80366988	0.7194554624	0
2017p004533		2017-01-02T16:15:14.038Z	2017-01-02T16:17:16.926Z	173.8857513	-41.96850085	1.916031168	20.9375	M		NonLinLoc		automatic	nz3drx	15	15	5	0.2518949001	161.6078746	0.4900170964	0
2017p004523		2017-01-02T16:09:59.654Z	2017-01-02T16:12:06.562Z	176.9772509	-37.95634906	2.098660192	81.875	M		NonLinLoc		automatic	nz3drx	12	12	2	0.3181675663	233.2469488	1.136248533	0
2017p004485		2017-01-02T15:49:54.151Z	2017-01-02T16:02:54.152Z	174.7601074	-41.7522165	2.236223017	33.59375	M		NonLinLoc		automatic	nz3drx	20	20	9	0.4073148822	205.3712247	0.65741087	0
2017p004451		2017-01-02T15:31:33.464Z	2017-01-02T16:01:12.720Z	173.6788629	-42.21776177	2.124702758	22.34375	M		NonLinLoc		automatic	nz3drx	18	18	4	0.2242087224	163.2639068	0.8190156632	0
2017p004440		2017-01-02T15:25:53.630Z	2017-01-02T15:28:22.311Z	177.9545888	-37.88999329	1.994160412	7.8125	M		NonLinLoc		automatic	nz3drx	16	16	8	0.1855859005	222.8970213	1.448046751	0
2017p004435		2017-01-02T15:23:09.883Z	2017-01-02T15:25:22.183Z	176.562271	-37.47681004	1.991480278	126.875	M		NonLinLoc		automatic	nz3drx	12	12	7	0.8667211657	135.1637873	2.045766313	0
2017p004423		2017-01-02T15:16:36.787Z	2017-01-02T17:11:00.513Z	177.2105996	-37.56117059	1.961803542	5.234375	M		NonLinLoc		automatic	nz3drx	13	13	6	0.0364021259	139.1826445	0.6806616903	0
2017p004411	earthquake	2017-01-02T15:10:39.034Z	2017-01-02T18:40:36.693Z	173.3640556	-42.40969757	2.872522292	7.578125	M		NonLinLoc	confirmed	manual	nz3drx	20	13	7	0.1292570276	110.7653838	0.5496729119	0
2017p004401		2017-01-02T15:05:12.910Z	2017-01-02T15:06:59.222Z	174.168835	-41.71568414	1.58950833	11.328125	M		NonLinLoc		automatic	nz3drx	12	12	6	0.0482571241	77.6151385	0.3176597267	0
2017p004387		2017-01-02T14:57:27.419Z	2017-01-02T15:00:00.047Z	175.8235232	-39.42941808	1.747382556	10.15625	M		NonLinLoc		automatic	nz3drx	13	13	6	0.1924527579	175.191418	0.5667408852	0
2017p004385		2017-01-02T14:56:35.968Z	2017-01-02T18:36:27.547Z	173.7478186	-42.09629044	2.834504324	23.28125	M		NonLinLoc		automatic	nz3drx	44	44	16	0.3560954363	136.839969	1.332939082	0
2017p004380		2017-01-02T14:53:55.507Z	2017-01-02T14:56:10.921Z	173.7509495	-42.07635806	2.097679436	22.34375	M		NonLinLoc		automatic	nz3drx	18	18	4	0.3724005172	158.225978	0.5011431217	0
2017p004372		2017-01-02T14:49:48.149Z	2017-01-02T14:51:53.272Z	174.3998499	-39.65475812	2.59278231	95.9375	M		NonLinLoc		automatic	nz3drx	15	15	2	0.4595485508	157.6825783	1.038880658	0
2017p004358	earthquake	2017-01-02T14:41:59.286Z	2017-01-02T17:49:20.996Z	174.4063873	-41.55285263	3.666797376	12.36879063	M		LOCSAT	confirmed	manual	iasp91	25	17	13	0.2434010953	124.5516434	0.390139992	0
2017p004352		2017-01-02T14:38:48.240Z	2017-01-02T18:29:16.069Z	174.4333148	-41.61835453	2.268128916	15.078125	M		NonLinLoc		automatic	nz3drx	36	36	14	0.2121188212	120.4429361	1.103171699	0
2017p004337	earthquake	2017-01-02T14:31:07.538Z	2017-01-02T17:48:15.663Z	173.9638672	-42.36122513	2.70481448	9.229916573	M		LOCSAT	confirmed	manual	iasp91	15	9	2	0.3195005059	194.4768677	0.4876917559	0
2017p004329		2017-01-02T14:26:34.693Z	2017-01-02T14:33:02.936Z	173.7716535	-42.0235663	1.949971501	19.53125	M		NonLinLoc		automatic	nz3drx	18	18	5	0.3173215022	153.4486646	0.4644944624	0
2017p004296		2017-01-02T14:09:13.433Z	2017-01-02T18:18:24.683Z	174.4143038	-41.5794283	1.717609632	14.140625	M		NonLinLoc		automatic	nz3drx	18	18	7	0.2291124789	116.1036153	0.6128642814	0
2017p004255		2017-01-02T13:47:22.508Z	2017-01-02T13:48:55.160Z	174.9598752	-39.72340966	1.830863563	24.21875	M		NonLinLoc		automatic	nz3drx	11	11	5	0.0378619737	151.224749	0.6988234618	0
2017p004246		2017-01-02T13:42:21.572Z	2017-01-02T13:44:58.376Z	174.7668481	-41.00103168	2.715262654	37.578125	M		NonLinLoc		automatic	nz3drx	67	67	35	0.1774408248	51.85600483	0.788234337	0
2017p004234		2017-01-02T13:36:02.296Z	2017-01-02T13:38:00.578Z	173.9367895	-41.79813709	2.209892978	40.15625	M		NonLinLoc		automatic	nz3drx	21	21	8	0.0928660852	128.8197619	0.4702304043	0
2017p004221		2017-01-02T13:28:59.258Z	2017-01-02T13:30:48.917Z	173.7804342	-42.00713661	2.099447025	22.34375	M		NonLinLoc		automatic	nz3drx	22	22	3	0.2997476369	140.680528	0.7407082744	0
2017p004218		2017-01-02T13:27:43.472Z	2017-01-02T13:29:45.235Z	177.335198	-37.88745715	2.481698247	89.375	M		NonLinLoc		automatic	nz3drx	13	13	9	0.276912129	177.1295694	1.838232645	0
2017p004214		2017-01-02T13:25:33.166Z	2017-01-02T13:27:19.877Z	174.4056637	-41.61754171	1.823265696	15.078125	M		NonLinLoc		automatic	nz3drx	20	20	6	0.1969472604	141.6629634	0.6557115922	0
2017p004210		2017-01-02T13:24:06.319Z	2017-01-02T13:26:26.294Z	170.804242	-43.57258867	2.987038391	211.25	M		NonLinLoc		automatic	nz3drx	13	13	8	0.2336770437	79.77206773	2.297485121	0
2017p004209		2017-01-02T13:23:47.606Z	2017-01-02T13:26:16.548Z	176.127065	-38.22340288	3.338400089	231.875	M		NonLinLoc		automatic	nz3drx	25	25	19	0.55588097	125.7930095	2.628956212	0
2017p004197		2017-01-02T13:16:38.265Z	2017-01-02T13:18:40.254Z	176.3731527	-37.50425061	3.559233888	117.5	M		NonLinLoc		automatic	nz3drx	11	11	9	0.9048639602	134.3278614	1.489345226	0
2017p004198	outside of network interest	2017-01-02T13:16:08.071Z	2017-01-02T13:30:31.625Z	178.1689453	-35.69824219	5.184402135	427.6282552	M		NonLinLoc		automatic	iaspei91	96	96	68	2.215884039	313.7241224	0.8077672251	0
2017p004181		2017-01-02T13:07:41.905Z	2017-01-02T13:09:43.666Z	177.8746073	-38.95193443	2.233231393	10.15625	M		NonLinLoc		automatic	nz3drx	30	30	14	0.1756586017	144.5396123	0.7482472652	0
2017p004169		2017-01-02T13:01:42.687Z	2017-01-02T13:03:42.451Z	176.2191704	-38.62214265	1.364415612	7.109375	M		NonLinLoc		automatic	nz3drx	15	15	6	0.1104650188	122.682427	0.489557221	0
2017p004158		2017-01-02T12:55:40.208Z	2017-01-02T12:57:48.514Z	176.4597203	-38.82036868	1.798765589	25.625	M		NonLinLoc		automatic	nz3drx	12	12	3	0.2973790097	202.8531106	1.594040471	0
2017p004138		2017-01-02T12:45:27.186Z	2017-01-02T12:47:45.143Z	176.6194278	-36.74523357	2.88636832	48.125	M		NonLinLoc		automatic	nz3drx	11	11	6	0.7198245107	212.2319573	1.394291112	0
2017p004095	earthquake	2017-01-02T12:21:56.222Z	2017-01-02T17:41:44.059Z	177.303421	-38.67909622	3.863973467	52.06691742	M		LOCSAT	confirmed	manual	iasp91	21	13	7	0.106161125	56.10595703	0.4474029505	0
2017p004056		2017-01-02T12:01:17.856Z	2017-01-02T12:03:51.254Z	172.4623706	-42.75332178	2.626944893	14.84375	M		NonLinLoc		automatic	nz3drx	23	23	9	0.1434009546	61.49176876	0.698422902	0
2017p004034		2017-01-02T11:49:46.071Z	2017-01-02T11:52:16.507Z	172.991651	-41.62268705	2.215310534	6.640625	M		NonLinLoc		automatic	nz3drx	15	15	5	0.1555377217	59.8836918	0.4987416152	0
2017p004019		2017-01-02T11:41:36.570Z	2017-01-02T11:43:55.688Z	174.3517642	-39.90687369	2.400238666	90.3125	M		NonLinLoc		automatic	nz3drx	33	33	8	0.4489774121	106.8487955	1.018439635	0
2017p003958		2017-01-02T11:09:16.984Z	2017-01-02T11:12:03.132Z	173.7125166	-42.5174346	2.442381152	45.3125	M		NonLinLoc		automatic	nz3drx	18	18	6	0.6722027637	176.8631219	0.6509844106	0
2017p003936		2017-01-02T10:57:19.704Z	2017-01-02T11:03:15.298Z	176.2215528	-38.6142979	1.606631821	6.7578125	M		NonLinLoc		automatic	nz3drx	17	17	11	0.0685702137	46.83256538	0.2132455253	0
2017p003889		2017-01-02T10:32:18.804Z	2017-01-02T10:33:56.197Z	177.2496155	-37.57821478	2.162381927	100.625	M		NonLinLoc		automatic	nz3drx	11	11	4	0.4501836503	245.4676854	1.341882386	0
2017p003877		2017-01-02T10:25:41.800Z	2017-01-02T10:28:35.923Z	177.8650423	-38.95913813	2.261227949	9.921875	M		NonLinLoc		automatic	nz3drx	21	21	11	0.1656164337	141.8142197	0.3737831605	0
2017p003872		2017-01-02T10:23:28.466Z	2017-01-02T10:25:45.408Z	177.8626993	-38.95240369	2.421265453	9.453125	M		NonLinLoc		automatic	nz3drx	20	20	9	0.1670224954	141.1213123	0.3257138663	0
2017p003854		2017-01-02T10:13:44.370Z	2017-01-02T10:15:37.219Z	177.8598953	-38.95065235	2.323891859	7.578125	M		NonLinLoc		automatic	nz3drx	26	26	14	0.1658977745	140.3188346	0.7504340599	0
2017p003853		2017-01-02T10:12:59.708Z	2017-01-02T10:15:12.117Z	176.7118189	-38.13812035	2.371572963	94.0625	M		NonLinLoc		automatic	nz3drx	25	25	14	0.2602188867	115.2543092	1.066364006	0
2017p003837		2017-01-02T10:04:51.375Z	2017-01-02T10:08:35.891Z	173.5473216	-42.37747222	2.141283325	18.59375	M		NonLinLoc		automatic	nz3drx	18	18	3	0.0390467009	147.1684274	0.7070808694	0
2017p003834	earthquake	2017-01-02T10:02:44.694Z	2017-01-02T18:30:42.781Z	173.7587527	-42.34356815	2.234250357	6.40625	M		NonLinLoc	confirmed	manual	nz3drx	10	6	3	0.1782264825	190.4386655	0.606616993	0
2017p003824	earthquake	2017-01-02T09:57:46.772Z	2017-01-02T18:24:00.420Z	173.3816223	-42.48698044	2.947927925	5	M	operator assigned	LOCSAT	confirmed	manual	iasp91	15	9	7	0.1363678277	149.2132988	0.545572902	0
2017p003820		2017-01-02T09:55:41.123Z	2017-01-02T09:57:36.352Z	176.2138145	-38.61739418	2.325607804	7.6953125	M		NonLinLoc		automatic	nz3drx	54	54	29	0.0624160983	40.2401928	0.5223567424	0
2017p003815	earthquake	2017-01-02T09:52:48.350Z	2017-01-02T18:21:12.516Z	173.4997864	-42.32167435	2.409063604	3.12744832	M		LOCSAT	confirmed	manual	iasp91	9	6	4	0.0986189023	119.7409897	0.4208389437	0
2017p003806		2017-01-02T09:48:20.903Z	2017-01-02T09:50:32.261Z	175.5145184	-38.99151469	2.632345058	6.875	M		NonLinLoc		automatic	nz3drx	15	15	11	0.101756821	136.1209658	1.704372	0
2017p003805	earthquake	2017-01-02T09:47:19.105Z	2017-01-02T09:52:54.536Z	173.5320892	-42.34067535	4.559168527	9.18436718	M		LOCSAT	confirmed	manual	iasp91	15	11	9	0.0754305869	135.2403107	0.6050621528	0
2017p003800		2017-01-02T09:44:40.576Z	2017-01-02T09:46:44.232Z	171.0712201	-43.17087408	2.275600228	5.46875	M		NonLinLoc		automatic	nz3drx	14	14	4	0.2639019263	88.79242491	0.9260667626	0
2017p003795		2017-01-02T09:42:32.182Z	2017-01-02T09:44:40.133Z	176.3131343	-39.45677753	1.843591188	9.921875	M		NonLinLoc		automatic	nz3drx	17	17	9	0.0920835941	85.37803223	0.476381213	0
2017p003790		2017-01-02T09:39:41.590Z	2017-01-02T09:40:47.290Z	173.7320367	-41.99904747	1.874294982	14.84375	M		NonLinLoc		automatic	nz3drx	11	11	2	0.3030044073	143.7843645	0.5367413178	0
2017p003787	earthquake	2017-01-02T09:37:44.328Z	2017-01-02T09:40:39.718Z	176.2016144	-38.61407471	2.85900206	0.1182529405	M		LOCSAT	confirmed	manual	iasp91	95	91	61	0.0596917123	22.54000854	0.8270525047	0
2017p003779		2017-01-02T09:33:41.801Z	2017-01-02T09:36:00.308Z	174.0311233	-41.74751285	1.940530773	10.15625	M		NonLinLoc		automatic	nz3drx	11	11	7	0.1194652935	140.2080543	0.3758091588	0
2017p003778		2017-01-02T09:33:07.651Z	2017-01-02T09:34:15.567Z	176.2270528	-38.61780059	1.50429478	5.5859375	M		NonLinLoc		automatic	nz3drx	11	11	6	0.0685890994	61.17024149	0.2864969416	0
2017p003764		2017-01-02T09:25:41.279Z	2017-01-02T09:27:56.355Z	176.2157654	-38.61328676	2.473340144	7.2265625	M		NonLinLoc		automatic	nz3drx	64	64	37	0.0667405693	30.21892609	0.6798164478	0
2017p003762		2017-01-02T09:25:12.340Z	2017-01-02T09:27:00.250Z	176.2218406	-38.61180636	2.746620636	5.8203125	M		NonLinLoc		automatic	nz3drx	11	11	8	0.0707388415	75.92012901	0.1247716998	0
2017p003752		2017-01-02T09:19:31.782Z	2017-01-02T09:21:21.953Z	176.2265406	-38.60945028	2.071785377	7.6953125	M		NonLinLoc		automatic	nz3drx	43	43	23	0.0748932879	34.37778129	0.6257027904	0
2017p003748		2017-01-02T09:17:05.855Z	2017-01-02T09:18:14.911Z	176.221473	-38.60221027	1.911915488	5.234375	M		NonLinLoc		automatic	nz3drx	14	14	5	0.0786508836	79.79471016	0.4991249405	0
2017p003740	earthquake	2017-01-02T09:12:55.262Z	2017-01-02T09:32:01.351Z	176.1899567	-38.60237503	3.81940923	5	M	operator assigned	LOCSAT	confirmed	manual	iasp91	127	121	90	0.0603118166	26.73339844	0.9234219287	0
2017p003737		2017-01-02T09:11:32.481Z	2017-01-02T09:13:28.520Z	176.2228558	-38.61579646	1.818189879	5.05859375	M		NonLinLoc		automatic	nz3drx	15	15	9	0.0680023985	73.68630068	0.6180803302	0
2017p003734		2017-01-02T09:09:40.937Z	2017-01-02T09:11:16.151Z	176.2229278	-38.61517358	1.500427327	5.1171875	M		NonLinLoc		automatic	nz3drx	11	11	7	0.0685343443	73.92976937	0.4389726053	0
2017p003730	earthquake	2017-01-02T09:07:36.325Z	2017-01-02T18:14:58.892Z	173.5422516	-42.42136383	2.879030174	5	M	operator assigned	LOCSAT	confirmed	manual	iasp91	13	9	1	0.0059022685	187.0969772	0.7509684727	0
2017p003729		2017-01-02T09:07:02.855Z	2017-01-02T09:08:41.802Z	176.2229916	-38.60184017	1.664080826	7.6953125	M		NonLinLoc		automatic	nz3drx	16	16	9	0.079614565	51.07552509	0.2473415755	0
2017p003722		2017-01-02T09:03:30.837Z	2017-01-02T09:05:55.324Z	175.2049219	-39.82170284	2.742460459	56.328125	M		NonLinLoc		automatic	nz3drx	78	78	39	0.1797081784	47.43247067	0.6419431517	0
2017p003717	earthquake	2017-01-02T09:00:46.593Z	2017-01-02T18:13:30.475Z	176.2186584	-38.61634445	3.181246466	3.746857166	M		LOCSAT	confirmed	manual	iasp91	16	11	9	0.0645411462	83.51321411	0.2154091152	0
2017p003690		2017-01-02T08:46:30.794Z	2017-01-02T08:47:59.205Z	176.2187238	-38.60045892	2.227444786	5.703125	M		NonLinLoc		automatic	nz3drx	10	10	6	0.0790426548	80.58475028	0.1327664497	0
2017p003685		2017-01-02T08:43:44.509Z	2017-01-02T08:45:52.527Z	174.2941014	-41.66264098	2.169878238	6.640625	M		NonLinLoc		automatic	nz3drx	16	16	11	0.1071494442	132.0062421	0.4600564601	0
2017p003682		2017-01-02T08:42:10.593Z	2017-01-02T08:44:29.265Z	177.6111148	-37.93599201	2.021165653	104.375	M		NonLinLoc		automatic	nz3drx	11	11	6	0.0582788269	182.913348	1.760695638	0
2017p003675		2017-01-02T08:38:39.117Z	2017-01-02T08:40:51.505Z	174.3367544	-41.6455437	1.952268614	11.796875	M		NonLinLoc		automatic	nz3drx	18	18	7	0.1404945873	134.1467071	0.4064131616	0
2017p003674		2017-01-02T08:37:52.783Z	2017-01-02T08:39:58.512Z	176.1738938	-40.21682525	1.668772764	43.90625	M		NonLinLoc		automatic	nz3drx	16	16	7	0.0842423383	88.43461326	0.481448417	0
2017p003670		2017-01-02T08:35:22.430Z	2017-01-02T08:37:11.989Z	176.2309529	-38.60958575	1.875098611	5.1171875	M		NonLinLoc		automatic	nz3drx	17	17	11	0.0769613333	47.88587782	1.200217069	0
2017p003669		2017-01-02T08:35:08.890Z	2017-01-02T08:37:29.224Z	171.9935322	-42.60616972	2.438789824	5.46875	M		NonLinLoc		automatic	nz3drx	18	18	4	0.2714402023	96.3908863	1.255723205	0
2017p003636		2017-01-02T08:17:34.940Z	2017-01-02T08:19:08.229Z	176.2223523	-38.62015667	1.882128511	6.9921875	M		NonLinLoc		automatic	nz3drx	23	23	12	0.0643270948	43.46347665	0.4898733191	0
2017p003618	earthquake	2017-01-02T08:07:55.059Z	2017-01-02T18:11:54.365Z	174.3940125	-41.60319901	2.790445347	14.03225517	M		LOCSAT	confirmed	manual	iasp91	16	9	7	0.1986197531	135.4833908	0.2585373595	0
2017p003515	earthquake	2017-01-02T07:13:12.271Z	2017-01-02T18:10:52.556Z	174.3193665	-41.6313591	2.707348154	9.994735718	M		LOCSAT	confirmed	manual	iasp91	16	9	7	0.1416682899	128.6335602	0.247634455	0
2017p003507		2017-01-02T07:08:33.505Z	2017-01-02T07:11:05.491Z	174.387543	-41.72043537	2.41494065	6.171875	M		NonLinLoc		automatic	nz3drx	33	33	12	0.1334108156	145.4457267	1.244609557	0
2017p003468		2017-01-02T06:47:51.979Z	2017-01-02T06:49:54.604Z	174.4181473	-41.59538872	1.883398058	13.90625	M		NonLinLoc		automatic	nz3drx	15	15	7	0.2192812918	131.1591373	0.5549967471	0
2017p003436		2017-01-02T06:30:42.684Z	2017-01-02T06:34:30.277Z	174.3424135	-41.64904639	1.65518938	9.921875	M		NonLinLoc		automatic	nz3drx	15	15	4	0.140747788	134.7933845	0.4248101687	0
2017p003432		2017-01-02T06:28:43.519Z	2017-01-02T06:33:20.186Z	174.8714775	-39.35881136	2.374798368	25.625	M		NonLinLoc		automatic	nz3drx	31	31	16	0.2470964008	74.33145499	0.5933620126	0
2017p003425		2017-01-02T06:24:52.989Z	2017-01-02T06:27:15.205Z	176.227574	-40.37845181	2.941689037	5.46875	M		NonLinLoc		automatic	nz3drx	18	18	13	0.0894675867	143.6921514	1.56784159	0
2017p003423		2017-01-02T06:24:17.192Z	2017-01-02T06:26:48.271Z	177.0101399	-38.68140894	2.935417805	5.234375	M		NonLinLoc		automatic	nz3drx	24	24	19	0.0689250019	175.1800183	2.428617314	0
2017p003420		2017-01-02T06:22:35.966Z	2017-01-02T10:39:03.391Z	176.002225	-39.18311796	2.692367863	80.9375	M		NonLinLoc		automatic	nz3drx	57	57	29	0.2292325858	65.50348474	1.663945886	0
2017p003416		2017-01-02T06:20:03.735Z	2017-01-02T06:21:47.818Z	174.1349424	-41.92073125	1.536893117	22.34375	M		NonLinLoc		automatic	nz3drx	14	14	2	0.1806837021	154.5868936	0.400218368	0
2017p003412		2017-01-02T06:18:08.929Z	2017-01-02T06:20:20.360Z	174.0276059	-39.98385474	2.787132447	103.4375	M		NonLinLoc		automatic	nz3drx	13	13	3	0.6895244843	124.7705264	0.8361417996	0
2017p003401		2017-01-02T06:12:16.242Z	2017-01-02T06:14:53.327Z	171.9299456	-42.61100758	2.732030999	10.15625	M		NonLinLoc		automatic	nz3drx	30	30	12	0.3056139899	100.7892468	1.541989828	0
2017p003385	earthquake	2017-01-02T06:03:53.045Z	2017-01-02T18:09:47.406Z	174.404129	-41.61005783	3.002939739	15.11596203	M		LOCSAT	confirmed	manual	iasp91	22	15	12	0.1990001053	131.7736359	0.4570863434	0
2017p003381	earthquake	2017-01-02T06:01:46.414Z	2017-01-02T18:07:40.906Z	174.4108429	-41.60220718	2.986733848	13.58268642	M		LOCSAT	confirmed	manual	iasp91	22	16	12	0.2080930471	131.0419006	0.4249345444	0
2017p003376	earthquake	2017-01-02T05:59:09.849Z	2017-01-02T06:07:38.103Z	174.4119263	-41.60189438	3.825265558	13.21851254	M		LOCSAT	confirmed	manual	iasp91	14	9	7	0.2088895589	137.8877029	0.1331523412	0
2017p003372		2017-01-02T05:57:01.385Z	2017-01-02T05:58:22.123Z	174.2250958	-41.69064296	1.682784352	9.453125	M		NonLinLoc		automatic	nz3drx	10	10	5	0.0607355307	107.4608845	0.2678199873	0
2017p003365		2017-01-02T05:53:02.621Z	2017-01-02T05:55:06.493Z	174.4010158	-41.62824811	1.778709302	15.78125	M		NonLinLoc		automatic	nz3drx	15	15	5	0.1871017388	134.6182977	0.612177013	0
2017p003337		2017-01-02T05:38:31.523Z	2017-01-02T05:39:34.537Z	175.7423603	-38.82758088	1.029267313	7.578125	M		NonLinLoc		automatic	nz3drx	12	12	2	0.0462043009	154.4882061	0.3899875029	0
2017p003335		2017-01-02T05:37:03.917Z	2017-01-02T05:38:34.224Z	177.9613795	-38.71639379	2.074199936	34.0625	M		NonLinLoc		automatic	nz3drx	18	18	8	0.1553465614	147.0068511	0.510259694	0
2017p003304		2017-01-02T05:20:27.103Z	2017-01-02T05:22:40.522Z	173.2769285	-42.53985301	2.571982761	19.53125	M		NonLinLoc		automatic	nz3drx	12	12	4	0.2300204763	143.8208359	0.5898064893	0
2017p003299		2017-01-02T05:18:11.429Z	2017-01-02T05:21:49.126Z	175.0941923	-40.29448238	2.130257841	20.46875	M		NonLinLoc		automatic	nz3drx	30	30	12	0.1924493055	111.934905	0.742038296	0
2017p003283		2017-01-02T05:09:52.172Z	2017-01-02T05:13:10.996Z	173.9835375	-41.81619242	2.108675978	19.53125	M		NonLinLoc		automatic	nz3drx	15	15	7	0.1271777985	198.1197208	0.5885961753	0
2017p003282		2017-01-02T05:08:55.808Z	2017-01-02T05:11:24.973Z	177.7995451	-37.86020088	2.219444424	58.90625	M		NonLinLoc		automatic	nz3drx	25	25	12	0.1043673927	85.35417933	0.7325457342	0
2017p003278	earthquake	2017-01-02T05:07:02.188Z	2017-01-02T18:05:50.688Z	173.8531799	-42.31256104	2.545248407	6.516465187	M		LOCSAT	confirmed	manual	iasp91	18	10	4	0.2547733188	184.9970474	0.654407736	0
2017p003262		2017-01-02T04:58:24.046Z	2017-01-02T05:00:26.214Z	174.3835874	-41.64191531	2.1415401	13.203125	M		NonLinLoc		automatic	nz3drx	21	21	13	0.1681537143	135.6150492	0.4681637491	0
2017p003228		2017-01-02T04:40:11.848Z	2017-01-02T04:43:06.085Z	173.7478186	-42.09629044	2.557710765	16.71875	M		NonLinLoc		automatic	nz3drx	25	25	11	0.3560954363	151.3456449	1.051044323	0
2017p003174		2017-01-02T04:11:07.410Z	2017-01-02T04:13:41.299Z	167.3356447	-45.43846779	2.84527253	69.6875	M		NonLinLoc		automatic	nz3drx	19	19	6	0.1291419198	128.07933	0.7119303659	0
2017p003173		2017-01-02T04:10:36.648Z	2017-01-02T04:12:18.266Z	174.2090422	-41.75690361	1.972679535	8.515625	M		NonLinLoc		automatic	nz3drx	13	13	4	0.0072661887	140.7322512	0.3886856556	0
2017p003164		2017-01-02T04:06:02.125Z	2017-01-02T04:08:03.919Z	173.8941038	-42.23571093	2.296272188	19.0625	M		NonLinLoc		automatic	nz3drx	15	15	5	0.3196709473	182.5654176	0.724989853	0
2017p003138		2017-01-02T03:52:20.302Z	2017-01-02T03:54:45.064Z	171.9467684	-42.58811439	2.347735043	10.15625	M		NonLinLoc		automatic	nz3drx	18	18	7	0.3095959159	102.443522	0.8808726826	0
2017p003108		2017-01-02T03:36:00.866Z	2017-01-02T03:38:04.883Z	174.0955966	-41.81196906	2.265231958	10.859375	M		NonLinLoc		automatic	nz3drx	20	20	8	0.1081242456	156.1834509	0.7185626176	0
